Num	Epoch	a		    e		    i		     w		     Node		  M		     Name
--	-----	----------	----------	---------	---------	---------	-----------	-----------------
2134	56800	2.1783981	0.1810503	2.6121800	195.6367200	152.7229700	244.3182635	Atossa
2135	56800	2.1793142	0.3296832	5.6998000	2.4716100	302.1977100	134.9661324	Thomsen
2136	56800	2.1855026	0.1826866	2.6873800	83.2148200	263.2663100	308.8846750	van Gent
2137	56800	2.1980767	0.3624851	22.1791900	94.0790200	255.0014300	323.2684303	Janesick
2138	56800	2.2134769	0.1607225	5.8007900	18.0951700	309.2435700	187.7731064	Kollontai
2139	56800	2.2153485	0.0624067	2.3964900	62.3505400	126.5432900	0.0733987	Morrison
2140	56800	2.2198399	0.1879448	5.9975000	121.0693600	171.6847000	47.7616480	Preiss
2141	56800	2.2220695	0.1200742	4.2503800	66.5727600	158.0264500	101.9865501	Amneris
2142	56800	2.2258534	0.1971124	4.2207200	272.9050500	81.9940500	73.5705236	Stevin
2143	56800	2.2274893	0.2160833	3.5514500	156.1484300	163.4695000	280.3434820	Michelle
2144	56800	2.2275276	0.1234976	3.0486500	285.4872000	128.6163000	262.8238980	Anhui
2145	56800	2.2288425	0.0649065	3.9573900	304.4365600	221.1549100	14.6277957	Ahnert
2146	56800	2.2311652	0.0789842	4.1686700	271.2980900	276.9801500	224.8526929	Huggins
2147	56800	2.2365121	0.0692242	3.7737500	246.5350100	283.3434500	308.3782329	Wurm
2148	56800	2.2385215	0.2017422	5.9168100	84.7187000	221.1693800	199.0127866	Magnolia
2149	56800	2.2390930	0.1317233	6.1455700	132.7975100	115.4133100	135.8500483	Delasalle
2150	56800	2.2401632	0.1276199	5.6341500	183.3447800	72.6434900	227.5132675	Nicholson
2151	56800	2.2406411	0.1654824	4.0851600	88.8387800	289.9052100	353.0834775	Cupido
2152	56800	2.2407163	0.0988937	6.9881000	160.8435300	48.0258600	85.8382775	Alascattalo
2153	56800	2.2409096	0.1688917	2.4289700	172.9303600	161.6638500	211.5284933	Constantia
2154	56800	2.2437830	0.1368651	3.9379400	122.4140400	290.6497500	326.0693930	Sova
2155	56800	2.2452409	0.1018735	5.2563700	196.4599700	17.5685900	164.9862799	Sillanpaa
2156	56800	2.2516520	0.1456342	7.0334100	95.8048900	312.1098700	322.2728027	Sibelius
2157	56800	2.2600646	0.0859841	3.4438700	45.8824100	54.0591800	215.8701120	Aavasaksa
2158	56800	2.2680868	0.0802249	8.4102800	101.2081100	359.9765800	60.9848261	Metsahovi
2159	56800	2.2715180	0.3012694	8.7326000	268.1324000	119.8769500	32.9394032	Keithnoll
2160	56800	2.2894616	0.0714615	7.2774000	75.9888100	108.1715400	276.6473279	Lapalma
2161	56800	2.2962743	0.1699981	6.3879900	153.7590900	197.2392800	309.8794282	Cuitlahuac
2162	56800	2.3188753	0.1137252	13.1956200	163.6404600	83.3023600	3.5738911	Sanguin
2163	56800	2.3246830	0.2125773	6.9111100	37.5908200	302.8912800	44.6420434	Kastalia
2164	56800	2.3337971	0.0982124	8.1028000	185.4905600	171.5947500	22.3749147	Mendoza
2165	56800	2.3381343	0.2247071	6.1194500	107.6330200	44.0913100	300.7772094	Felix
2166	56800	2.3396697	0.2069304	23.4879600	201.4810300	339.0527300	310.2848563	Jenner
2167	56800	2.3516837	0.0759723	7.7633000	88.4384000	25.3213400	198.4878496	Tatry
2168	56800	2.3525469	0.1716262	24.2283200	167.1373000	327.9710700	83.9587483	Stoffler
2169	56800	2.3623185	0.0748806	7.7806500	71.7786500	65.4723900	260.3396931	Kollaa
2170	56800	2.3685957	0.1659576	5.5386400	13.0357800	141.4837500	332.5059912	Susi
2171	56800	2.3737117	0.1351365	6.4748100	14.7682500	354.8501100	131.0481906	Naef
2172	56800	2.3810789	0.2578143	10.2328400	242.9536800	113.8992000	204.8298150	Kathy
2173	56800	2.3824377	0.1007542	5.6108200	185.8016700	241.9792900	149.8333365	Kwasan
2174	56800	2.3902748	0.1199927	8.4832400	69.5684600	327.6789600	270.0489039	Gerasimovich
2175	56800	2.3932881	0.3478363	21.4648500	115.9539900	261.3661600	277.1940985	Lemaitre
2176	56800	2.3938385	0.1866266	4.5187500	74.2667200	336.6983200	222.0497089	Fehrenbach
2177	56800	2.3942865	0.2314474	25.1712600	175.6015400	81.0732700	200.3483613	Dence
2178	56800	2.4007431	0.0949097	5.7333600	331.5400600	149.8600500	172.2933055	NOT
2179	56800	2.4103279	0.0512456	5.8900200	37.3812900	233.7575100	40.9011728	Gaoshiqi
2180	56800	2.4152095	0.2252558	12.1237600	153.1734500	289.2082700	285.3303164	Geowilliams
2181	56800	2.4164034	0.0627954	5.7544700	279.8618500	246.8095900	250.7357299	Kamo
2182	56800	2.4165579	0.0934874	5.2504600	333.6914800	271.3957700	240.6443128	Celle
2183	56800	2.4188310	0.1169618	5.6368800	346.4824900	11.3843400	202.5280450	INAG
2184	56800	2.4209505	0.1858177	24.3700600	234.4477200	58.3987600	218.8238906	2000 GB126
2185	56800	2.4241694	0.0610224	11.7035100	70.3020800	43.9048000	276.0068985	1995 WU1
2186	56800	2.4264646	0.1836386	14.4769900	165.0893400	201.2214500	330.1975082	Vesale
2187	56800	2.4304862	0.2754319	13.8022700	156.3641800	227.4196100	207.5561170	1998 FN11
2188	56800	2.4400653	0.1641237	3.9499700	237.5911100	349.9742800	96.8987664	Coconino
2189	56800	2.4426678	0.0646286	13.3904000	302.9856700	344.9542600	186.7510390	Shishkin
2190	56800	2.4449678	0.0583775	7.3965700	281.2603300	35.5486900	9.9959338	Baggesen
2191	56800	2.4470619	0.1351525	3.9097800	331.8469800	154.4228000	219.3991068	Hasegawa
2192	56800	2.4487671	0.1556084	2.1315200	336.1068200	156.0479500	55.8927906	Boduognat
2193	56800	2.4496582	0.0502806	7.8496200	344.4725400	106.1643200	48.0218851	Mozhaiskij
2194	56800	2.4541648	0.1255460	4.3605800	68.5721300	249.0214800	134.6649514	Norton
2195	56800	2.4597676	0.1771980	12.3852300	80.4055900	261.3229600	156.4257607	1993 UC1
2196	56800	2.4604135	0.1199330	2.5426700	210.2916500	296.6849500	175.5005017	Aristarchus
2197	56800	2.4819163	0.2872470	13.5310400	193.1886700	101.0425000	201.7735327	Arthuradel
2198	56800	2.5334447	0.1282657	12.5960800	168.5114300	35.4089700	306.2332658	2000 OH50
2199	56800	2.5349681	0.1508538	5.9787900	110.8124600	33.7936800	136.9178685	Tatum
2200	56800	2.5377034	0.1396921	4.8983000	274.1661800	189.2584000	48.9446323	Skvortsov
2201	56800	2.5421444	0.2671542	2.6045400	190.3913600	141.1060700	264.3328125	Carson
2202	56800	2.5441383	0.0937946	13.9644100	295.8258100	15.2012000	274.2943143	Rohloff
2203	56800	2.5525713	0.1891498	8.2836000	51.5127700	142.0255000	252.5779539	Mongmanwai
2204	56800	2.5547823	0.0783196	15.8675300	130.0678400	4.3773300	128.4623955	1999 XD114
2205	56800	2.5582867	0.1321572	15.4561600	353.6034100	312.8240500	194.7707778	Julioangel
2206	56800	2.5591616	0.1574389	6.5353200	354.5313200	272.2053100	59.1182995	Bagould
2207	56800	2.5597634	0.2579975	14.1901100	91.0245100	343.3259400	31.0800322	Doppler
2208	56800	2.5617738	0.2067771	8.7142500	254.9758700	113.3831800	36.5580563	Hanaki
2209	56800	2.5618153	0.1780217	14.3650500	22.8237700	29.6287200	144.9953049	Kenrussell
2210	56800	2.5619691	0.1074549	14.9933300	62.8843200	3.4471900	205.1184143	Annapavlova
2211	56800	2.5621396	0.0502293	15.3426400	324.8479600	160.2839700	237.8358153	1993 QX4
2212	56800	2.5622136	0.1593288	8.3547300	215.7514200	98.9613500	9.5831951	1989 NM
2213	56800	2.5626089	0.1218872	10.0052600	67.1936900	72.5018200	205.7189073	Jimwestphal
2214	56800	2.5627363	0.1758575	9.0293900	249.3026400	179.4877800	346.2892193	Linzexu
2215	56800	2.5631856	0.0855565	14.0175300	248.2631400	305.4363600	27.8241900	1989 CG1
2216	56800	2.5632970	0.1296566	15.8976400	180.9936000	128.8606800	269.0496543	Scheeres
2217	56800	2.5657786	0.1637343	16.0707200	238.9838700	100.6165300	37.4297533	1999 BQ12
2218	56800	2.5669167	0.1626274	13.8430400	299.3529700	211.0534500	162.0799237	Shabas
2219	56800	2.5669521	0.0644281	14.7806900	184.8151800	113.9843400	264.2360502	Mount Kent
2220	56800	2.5757189	0.1870149	12.2893700	231.9261700	172.1319600	75.6045495	1996 YB2
2221	56800	2.5772163	0.1878513	8.8448900	72.6184300	289.8712400	164.9611027	Bec-Borsenberger
2222	56800	2.5804318	0.1503507	12.6056000	197.3046000	256.8567300	151.9136227	Ranevskaya
2223	56800	2.5830778	0.1229331	14.7206100	20.9468600	93.2681800	163.3648175	Sacajawea
2224	56800	2.5858178	0.1975516	14.1231500	146.5702900	175.5785500	336.4338761	Nizhnij Novgorod
2225	56800	2.5886745	0.1241090	15.1620300	209.8905100	154.6969900	266.1995635	1992 EW9
2226	56800	2.5892058	0.1980080	14.0014900	291.1560800	87.1704500	277.2534926	Rozyo
2227	56800	2.5905930	0.1359575	12.3489000	176.4555700	278.8070600	29.9870934	2000 PU12
2228	56800	2.5917912	0.1447624	12.5550100	173.9121000	234.4545800	326.0374854	1989 WL1
2229	56800	2.5926775	0.1996092	13.5708500	59.8072500	330.6158000	116.8450537	Jaschek
2230	56800	2.5944755	0.1771116	13.3626400	49.4508400	227.0511700	30.4111962	Geoffjames
2231	56800	2.5964129	0.1739528	13.3485600	262.6433100	32.2730200	259.9037413	1999 RL27
2232	56800	2.5967116	0.1785275	14.2097200	339.1596300	69.6414600	81.5268798	1998 HP42
2233	56800	2.5972321	0.1297233	14.2792700	30.5835200	43.0886800	198.2700276	Krivan
2234	56800	2.5973763	0.1543506	12.9104800	81.9340000	356.6675300	192.7098829	Wombat
2235	56800	2.5988490	0.0776836	13.2620700	144.8287500	353.0934000	64.5496801	Jacchia
2236	56800	2.5993807	0.2025237	12.7736100	356.7961700	134.3766200	257.2425137	Hay
2237	56800	2.6032914	0.1518440	11.2336000	311.1148400	286.6049500	136.6459003	1992 PX2
2238	56800	2.6043309	0.0466303	15.9045300	20.6109000	124.5733000	18.2487238	Royer
2239	56800	2.6050935	0.1409154	13.7664500	71.9375900	159.5598100	114.6606751	Dezso
2240	56800	2.6107205	0.1804047	13.8202500	211.3720300	133.9553000	194.6541572	Dyukov
2241	56800	2.6113683	0.1861056	13.2875900	51.8792900	161.8654900	83.1851135	Leoconnolly
2242	56800	2.6140956	0.1329371	12.9712600	308.1776100	143.5979600	222.8782000	Namuratakao
2243	56800	2.6152790	0.0714113	13.6748000	132.9362700	60.2447200	316.7326005	Lanzerotti
2244	56800	2.6158667	0.1200141	13.9709900	83.1312500	304.6953400	280.5396710	2000 FA12
2245	56800	2.6195588	0.1265764	17.1918900	39.0946100	187.9721200	31.3972087	Picasso
2246	56800	2.6213059	0.1384767	15.0192600	191.6864200	101.1760000	49.8536693	2000 HG30
2247	56800	2.6264919	0.1144801	13.9575900	341.8975100	125.6706300	303.3066554	Bellmore
2248	56800	2.6377009	0.1016101	13.4273500	77.4698900	107.4401400	324.7464985	Anatoliya
2249	56800	2.6377822	0.1542532	12.0843400	77.1167400	342.5985400	80.2540638	Pestalozzi
2250	56800	2.6380431	0.1878277	13.9410900	303.7950000	66.7666500	334.9612650	1997 VX8
2251	56800	2.6391709	0.0666120	6.2721400	77.2545500	140.7475000	160.1559698	Rublyov
2252	56800	2.6418105	0.2177954	16.6226100	208.0596100	133.5197300	315.2123455	Otzi
2253	56800	2.6433679	0.0837237	9.3789900	131.6653200	166.8651000	218.4490155	Oleyuria
2254	56800	2.6435659	0.1062730	14.0131300	358.8393800	149.4656300	87.4409876	Feijunlong
2255	56800	2.6438315	0.1619410	13.1494400	78.3473300	155.0963200	45.7428830	Hulkower
2256	56800	2.6453254	0.1745751	13.0322700	278.4575900	187.4129600	332.6746715	Yokootakeo
2257	56800	2.6479456	0.2858679	12.0640000	215.4656900	155.5195500	298.8242584	Klement'ev
2258	56800	2.6532360	0.0893666	12.6917900	183.3724100	353.7536700	180.3138491	Stern
2259	56800	2.6547925	0.2360856	17.5432800	218.3126600	91.2830400	212.4506069	1998 KT55
2260	56800	2.6552710	0.1272705	11.6869300	322.7307200	263.0627600	349.4594240	1999 XK98
2261	56800	2.6613074	0.2034280	13.0425100	65.8905600	94.7849800	51.9433404	Akirafujii
2262	56800	2.6613160	0.1826935	12.8970400	343.8487900	325.9208600	26.1812670	1999 CT29
2263	56800	2.6621159	0.1691998	12.7198800	192.1353700	216.0663000	84.8868865	Svirelia
2264	56800	2.6660282	0.1673571	11.5247500	28.2552500	294.0087300	282.5237598	1995 AF
2265	56800	2.6685591	0.1058664	11.9027700	320.9713000	218.0518000	10.7211321	Grauer
2266	56800	2.6686355	0.1387737	2.6263400	242.7235900	95.8940100	40.0872373	Zanstra
2267	56800	2.6712477	0.1732959	12.5364500	359.4385000	330.8644500	123.7482328	1999 RC191
2268	56800	2.6715562	0.1291376	12.0937200	219.9360000	236.6684700	99.6533047	1990 UA1
2269	56800	2.6743009	0.1009426	13.2981400	359.5496300	177.6380400	195.7765211	Ludkewycz
2270	56800	2.6761694	0.0840535	8.3781500	216.8337800	216.4430200	79.2734513	Alerossi
2271	56800	2.6785109	0.1155349	20.7619100	250.9475600	233.9586100	193.7453159	2000 LL2
2272	56800	2.6789654	0.1130136	14.0245400	29.2685200	92.4935100	277.5797853	Takinemachi
2273	56800	2.6796098	0.2010975	14.5026600	221.6365300	137.1752200	329.2944167	Lesire
2274	56800	2.6811629	0.1701863	13.2157400	330.5699000	352.9234100	232.4530043	1985 RZ4
2275	56800	2.6813577	0.1034029	2.3721500	133.3146800	285.4112400	64.5873631	Keldysh
2276	56800	2.6818259	0.1540761	13.6612400	233.8824400	46.1258700	50.6371641	Seiichisato
2277	56800	2.6836229	0.1567422	4.7981200	44.4378900	289.0053400	235.4781005	Hayashi
2278	56800	2.6845588	0.1900956	13.4873400	300.2338000	35.7970900	39.2058435	Amaterasu
2279	56800	2.6883004	0.1547908	13.0784800	343.8432800	102.9795400	186.3041139	Jimmysimms
2280	56800	2.6886539	0.1231883	11.2784400	200.0468100	334.1590900	29.9625599	Pinson
2281	56800	2.6920159	0.1076011	6.5607500	308.2896500	124.6685800	48.4115235	Amici
2282	56800	2.6929717	0.1015457	8.8479000	219.5504300	106.1745000	206.4180068	Abt
2283	56800	2.6983977	0.1826110	12.5072300	28.2450800	330.7228600	349.8371709	Livesey
2284	56800	2.6993962	0.1364364	3.4134800	165.3231700	232.7190700	152.7507897	Leogoldberg
2285	56800	2.7079920	0.0933818	2.4196800	24.6449300	284.9788300	176.6533026	Takao
2286	56800	2.7262157	0.1465843	14.5413300	80.2242100	354.0157800	259.7725370	1992 SU14
2287	56800	2.7273375	0.1406374	6.6736600	8.7346000	352.2921500	233.1506827	1998 XZ73
2288	56800	2.7300927	0.3072432	9.7111700	229.1397400	157.1060100	190.0577146	Iglika
2289	56800	2.7355817	0.1208017	3.8573400	76.6881800	294.3351700	136.8393494	Dahl
2290	56800	2.7364905	0.0643750	17.0074500	232.1061600	231.3945500	53.7051456	Tomokofujiwara
2291	56800	2.7389111	0.1620076	13.8000800	127.3244500	198.8663200	350.0820405	Bogoslovskij
2292	56800	2.7398644	0.0323256	4.2379700	147.3984000	58.6552800	250.6686292	Manas
2293	56800	2.7399030	0.1960553	14.0724900	329.6768900	91.6796100	317.8897177	1998 GR7
2294	56800	2.7463277	0.1542023	8.0845600	285.1094600	351.8907400	88.0062406	1994 GY8
2295	56800	2.7466145	0.0974142	13.7466300	14.0193200	66.1817000	357.7072974	Chirotenmondai
2296	56800	2.7466188	0.1530152	13.8743400	273.5236200	338.4643000	242.1353326	Moiwa
2297	56800	2.7486503	0.1688273	16.9443800	65.6823300	314.9433600	177.8302784	1986 CF2
2298	56800	2.7492570	0.1806978	12.7083700	250.7379100	189.9599300	216.1768475	House
2299	56800	2.7553717	0.3958464	29.6988100	276.6266700	65.8003100	349.7329342	1991 UG1
2300	56800	2.7555510	0.1359710	13.1165600	98.8478200	99.5930400	137.0603195	1989 BC
2301	56800	2.7573015	0.4159985	29.3085000	255.5967700	186.1285400	282.8995791	Kodaira
2302	56800	2.7607062	0.0867943	12.7824800	147.3773400	21.9845600	283.9138463	1995 WX3
2303	56800	2.7626751	0.3918841	12.1005200	283.2039700	109.7936000	161.8286611	Erimomisaki
2304	56800	2.7668123	0.1551469	13.9380000	49.7045500	128.4636700	355.3119184	1991 CL
2305	56800	2.7693445	0.1723276	7.5672100	81.2581400	260.9703900	7.4820442	1999 JF52
2306	56800	2.7719304	0.1612709	8.4504300	74.9010200	13.5326200	22.4918436	Ikeya
2307	56800	2.7723473	0.1643040	7.9741900	88.6543000	308.6354000	163.7050883	Oryo
2308	56800	2.7743797	0.0590670	17.2947100	281.8227700	9.4929200	228.3608743	2000 BA7
2309	56800	2.7790453	0.1945677	15.4241300	196.4711200	241.3865600	18.7217555	Dalgarno
2310	56800	2.7791549	0.1659121	8.9734000	176.8855100	208.4878400	178.3733205	1996 JL
2311	56800	2.7803164	0.1020818	9.6383900	209.0842500	30.2858200	75.7511095	Darbydyar
2312	56800	2.7827541	0.1713727	9.5903700	185.4244600	170.5189800	192.8177311	Chivilikhin
2313	56800	2.7838366	0.1603356	17.1878600	43.5252500	353.4801100	183.3856180	Vibert-Douglas
2314	56800	2.7892532	0.2387677	10.4470800	15.8643700	177.3331400	135.2095593	Svecica
2315	56800	2.7894716	0.0484284	1.5287000	357.0802100	71.8590900	224.4234886	Taiwan
2316	56800	2.7895254	0.1123078	2.7187500	85.9129400	285.7865900	257.9786770	Hatanaka
2317	56800	2.7917142	0.1803563	6.9538800	346.2119700	267.7980300	29.6415482	Canterbury
2318	56800	2.7938009	0.1167780	8.5732600	256.9625800	353.5664500	207.3405310	1989 TZ15
2319	56800	2.7964234	0.1812489	9.9212300	204.8574300	148.0318500	217.8398270	Kondakov
2320	56800	2.8026579	0.0563892	7.5354400	142.3339300	171.1856100	82.7594171	Stampfer
2321	56800	2.8033686	0.2072006	11.9814300	27.3422900	87.4747000	199.8909928	1992 YW3
2322	56800	2.8055939	0.0914319	7.9198300	189.7276300	318.0531600	107.1481500	Khromchenko
2323	56800	2.8342365	0.0611221	1.4999000	216.8479500	201.1413800	161.0737622	Aberdonia
2324	56800	2.8343752	0.0697206	2.0533500	217.1149900	178.4200300	204.6889249	Esambaev
2325	56800	2.8386203	0.0671894	3.2181800	1.1199900	202.9969500	101.5475221	Xenophanes
2326	56800	2.8448068	0.0106935	1.3919900	250.7189700	341.6744000	20.0732654	Jindra
2327	56800	2.8459468	0.0275949	1.8788100	105.0896100	181.3353400	228.0207717	Mikula
2328	56800	2.8506731	0.0839126	2.6882500	338.9807500	48.5465600	164.8211373	Akashi
2329	56800	2.8530572	0.0773179	2.4896700	148.1456300	164.3122900	79.3702452	Buil
2330	56800	2.8558463	0.0705751	3.1314700	255.0702400	80.1685300	182.8109047	Fangfen
2331	56800	2.8596154	0.0228677	3.0189500	21.6238200	125.8896100	273.8847994	Hyunseop
2332	56800	2.8607001	0.0272004	1.6001400	234.5433500	354.3737300	34.8342458	Hoshikawa
2333	56800	2.8634988	0.1319765	15.0221400	99.3248700	9.6585000	140.1926466	Deming
2334	56800	2.8688672	0.2161442	15.3282200	212.3122700	86.5374700	292.8021907	2001 SB286
2335	56800	2.8721410	0.0398270	1.3698300	96.4181900	339.5324100	191.9399143	Regge
2336	56800	2.8733639	0.0746619	3.3579900	296.5667700	89.6310800	215.5031341	Michelblanc
2337	56800	2.8771181	0.0215511	2.9033400	35.3579900	60.3429600	113.4424340	Braunerova
2338	56800	2.8837516	0.0118498	3.0045400	165.6157100	63.7550400	279.4899217	Hendrie
2339	56800	2.8965738	0.0634482	2.1576800	281.8358200	21.7748200	92.4161003	Drunina
2340	56800	2.8971288	0.0217181	1.2449600	186.0553500	340.2174900	226.5262754	Babinkova
2341	56800	2.9037333	0.0347940	2.8569100	344.0011700	136.4303000	116.1235822	Rachmaninoff
2342	56800	2.9100469	0.1600109	12.5471200	121.4193900	274.7638400	184.3807007	2001 OS74
2343	56800	2.9104776	0.0613284	0.8673300	55.6094800	275.1918100	75.3570292	Fedchenko
2344	56800	2.9118454	0.0708921	1.8050700	329.4105200	180.0474500	244.1139924	Clapton
2345	56800	2.9150271	0.0588545	1.2995300	199.2293200	215.9940000	240.4114992	Lodewijk
2346	56800	2.9154298	0.0787649	1.9845200	184.6724800	179.6980100	291.2884557	Takakura
2347	56800	2.9163198	0.0626584	3.3351500	227.5891000	105.6348000	273.8751107	1985 RT2
2348	56800	2.9175730	0.1401350	11.1610800	36.2645700	245.7794500	294.2271498	2000 LS34
2349	56800	2.9221368	0.0740634	2.5555200	33.4254200	43.1491100	148.3734345	1993 CO
2350	56800	2.9262406	0.2162149	17.0122000	272.8521700	55.9299500	299.6040818	1990 VY6
2351	56800	2.9269845	0.0405716	3.2078900	6.0671600	77.8964200	100.5758127	Momotaro
2352	56800	2.9282304	0.2240292	7.1778100	289.8208500	120.4506200	203.2846264	Lau
2353	56800	2.9478322	0.0527075	13.5522800	202.2505000	61.5526000	231.4467079	Shibakoukan
2354	56800	2.9563914	0.0737561	13.3888100	330.4699600	350.4434900	285.0929123	Tsubaki
2355	56800	2.9617694	0.1239253	16.0179400	12.0197600	53.5815000	326.6646502	Jimkennedy
2356	56800	2.9638407	0.0997830	3.7898800	183.6698600	293.2673000	83.9501734	Gawain
2357	56800	2.9772702	0.1072524	13.9468300	328.1527900	46.1024500	291.8628293	Wray
2358	56800	2.9777046	0.2675016	20.7957700	7.7103300	40.7912100	148.0659925	1996 VJ5
2359	56800	2.9788301	0.1524509	14.0030000	326.2333000	55.6940100	309.1866520	1994 UJ2
2360	56800	2.9805887	0.0703096	8.9798000	320.9733700	114.5737900	289.8407325	Bazhenov
2361	56800	2.9810546	0.1299149	13.5323400	81.3238100	33.8278600	90.2688225	Ivanka
2362	56800	2.9816497	0.0740549	16.9262000	267.7060600	18.0579000	2.3500800	1999 XL
2363	56800	2.9821274	0.1092491	8.1025000	257.3137600	57.6139700	253.5744095	1985 UT
2364	56800	2.9847829	0.1305907	8.8315100	92.3525800	252.3475000	293.5780012	1995 YH
2365	56800	2.9855167	0.1576773	18.2941400	194.5574900	358.7361000	102.7675951	Kanagawa
2366	56800	2.9871797	0.1151849	10.2225100	132.3796800	196.1557400	283.7614652	1998 FG69
2367	56800	2.9873818	0.0493666	11.1292500	133.3707000	79.8193000	167.3220439	1999 XH1
2368	56800	2.9884484	0.0695195	10.5424500	196.8488900	131.7736900	188.8800573	Sixtygarden
2369	56800	2.9892032	0.1371064	13.6296000	247.0013200	41.2378600	124.7207781	Ispahan
2370	56800	2.9910576	0.0894061	11.1243300	175.5103100	142.5771400	94.4297615	1998 XL5
2371	56800	2.9914842	0.0225616	11.2323900	307.5382000	245.1003300	79.9169647	1999 NV55
2372	56800	2.9937208	0.0824607	9.8531800	106.5447700	184.9937200	4.6840325	Kunisuke
2373	56800	2.9957130	0.0988641	8.7436200	142.0866900	239.4812500	262.4102526	1998 KK38
2374	56800	2.9973159	0.1047419	11.5467700	289.3614600	110.3673800	51.9322313	1998 YS5
2375	56800	2.9980872	0.1867936	11.4420900	301.4943000	132.8574600	181.1320125	Charcot
2376	56800	2.9990210	0.0706222	8.5563000	115.9427900	313.3254500	326.7799563	Nitra
2377	56800	2.3691683	0.2117770	5.7272900	297.7455800	335.4435500	58.5196063	Uganda
2378	56800	2.2448140	0.1025295	5.9951500	264.0835100	203.4247500	77.4335075	Adelaide
2379	56800	2.5511758	0.2183493	12.7330600	123.0561000	218.6652100	190.1071838	Brandia
2380	56800	2.2192416	0.1704169	4.0338500	42.7404200	6.1435200	221.5286328	Chantal
2381	56800	2.2363631	0.2060148	4.5718300	134.6487600	130.4285400	257.2053361	Shajna
2382	56800	2.4626993	0.2041789	2.2957200	90.9337200	287.9669200	358.7130777	Leocadia
2383	56800	2.2381171	0.1994028	4.7189900	42.0986200	285.6102000	336.3515303	Matterania
2384	56800	2.0012118	0.4487414	17.4477000	52.4387500	358.5305000	105.2905933	Eric
2385	56800	2.1907985	0.2039681	2.3894200	139.1089800	206.6669200	44.5682202	Achaia
2386	56800	2.1962906	0.0786045	5.2020100	115.9264900	7.8411800	218.3684230	Epyaxa
2387	56800	2.2028828	0.1686273	5.7380700	246.7825600	39.7164900	71.1649179	Nihondaira
2388	56800	2.2052858	0.1218702	5.7664800	280.6343600	292.3697700	104.7824970	Rawson
2389	56800	2.2136900	0.1701196	3.9442200	316.1464200	356.9838000	34.0896952	Munoz
2390	56800	2.2205044	0.1741784	2.2837700	127.9897400	251.8580700	49.3238294	Mikhailmil'
2391	56800	2.2239462	0.0920222	4.0325300	204.0437000	254.1680200	341.8033990	Epimetheus
2392	56800	2.2260142	0.1355951	2.8933100	296.9293300	310.0456300	41.2609973	Gliese
2393	56800	2.2293906	0.1255500	5.9706400	106.0617600	322.7027900	199.4890408	Verbiest
2394	56800	2.2325970	0.1694074	5.7049100	237.6534600	119.8821800	173.8329590	Soma
2395	56800	2.2348088	0.0920512	5.2222100	259.6172500	249.3718000	168.6828467	Vizbor
2396	56800	2.2350620	0.1879445	6.1314200	204.5341700	54.6256000	147.3908350	Kariba
2397	56800	2.2358028	0.1384919	5.8065500	307.3773700	298.0922000	235.5240548	Abashiri
2398	56800	2.2358101	0.1630690	3.8406700	269.9059400	126.4748900	162.9492729	Fanale
2399	56800	2.2360681	0.1990245	6.4581000	136.2841900	232.4442000	340.9687821	Urata
2400	56800	2.2363198	0.1590718	3.3339300	64.9295900	171.6912400	335.4415910	Lausanna
2401	56800	2.2377259	0.1800502	4.8052800	214.0948500	149.9871300	146.7363504	Jarre
2402	56800	2.2399416	0.1236128	4.6761100	287.4548400	322.0035400	86.7012136	Bulgaria
2403	56800	2.2400371	0.1997392	4.5340300	178.9198000	145.8674400	49.8290485	Ricouxa
2404	56800	2.2421342	0.2006240	8.1958700	142.7103500	146.9460400	222.5363137	Klet
2405	56800	2.2422870	0.1240999	5.4525700	89.1373700	344.8245000	204.6489272	Oja
2406	56800	2.2436911	0.2092530	7.5155500	202.7499800	160.7017900	223.1148641	Brel
2407	56800	2.2443442	0.1797351	3.9223400	239.4123100	88.7105300	310.5694046	Mikawa
2408	56800	2.2444588	0.0973402	5.1986800	215.4984900	325.7059800	180.1188405	McCartney
2409	56800	2.2510890	0.0974239	5.3733400	253.5059600	312.0426300	125.1931403	Moberg
2410	56800	2.2536725	0.1960262	5.2682800	209.3967700	102.9511400	124.4322792	Shandong
2411	56800	2.2552650	0.1671978	7.5192700	180.1327000	102.1022200	49.7292450	Kiev
2412	56800	2.2573263	0.1317599	7.6289400	78.8051800	351.4429400	82.3354623	Hodgson
2413	56800	2.2577331	0.1397471	5.7726600	335.2033300	28.3622900	213.4009931	Schober
2414	56800	2.2635031	0.1124324	4.8186900	110.4077200	325.6442400	115.8801837	Duponta
2415	56800	2.2636938	0.1454944	4.8618100	333.9217800	296.4311100	11.8873160	Skiff
2416	56800	2.2663797	0.1902738	3.5102700	207.8136900	140.7673600	72.3657754	Chapman
2417	56800	2.2831527	0.2786944	3.8808200	175.8573100	143.9613300	245.4599670	Espinette
2418	56800	2.2918116	0.1216032	5.5115000	355.1996200	219.2506600	137.4079883	McCord
2419	56800	2.2987756	0.1035180	8.0461800	190.4437100	85.5629000	248.3747354	Patterson
2420	56800	2.3081022	0.1243569	3.1357200	166.3877700	284.0625400	180.3066390	Kippenhahn
2421	56800	2.3129887	0.1705146	24.9080000	202.6275700	98.4156400	28.9182500	Danpeterson
2422	56800	2.3255342	0.2094473	4.9209200	313.6229200	10.7129500	123.4566875	Climenhaga
